"Subject","Activity","tBa-X-Mean","tBa-Y-Mean","tBa-Z-Mean","tBa-X-Std","tBa-Y-Std","tBa-Z-Std","tGa-X-Mean","tGa-Y-Mean","tGa-Z-Mean","tGa-X-Std","tGa-Y-Std","tGa-Z-Std","tBaJ-X-Mean","tBaJ-Y-Mean","tBaJ-Z-Mean","tBaJ-X-Std","tBaJ-Y-Std","tBaJ-Z-Std","tBg-X-Mean","tBg-Y-Mean","tBg-Z-Mean","tBg-X-Std","tBg-Y-Std","tBg-Z-Std","tBgJ-X-Mean","tBgJ-Y-Mean","tBgJ-Z-Mean","tBgJ-X-Std","tBgJ-Y-Std","tBgJ-Z-Std","tBaM-Mean","tBaM-Std","tGaM-Mean","tGaM-Std","tBaJM-Mean","tBaJM-Std","tBgM-Mean","tBgM-Std","tBgJM-Mean","tBgJM-Std","fBa-X-Mean","fBa-Y-Mean","fBa-Z-Mean","fBa-X-Std","fBa-Y-Std","fBa-Z-Std","fBa-F-X-Mean","fBa-F-Y-Mean","fBa-F-Z-Mean","fBaJ-X-Mean","fBaJ-Y-Mean","fBaJ-Z-Mean","fBaJ-X-Std","fBaJ-Y-Std","fBaJ-Z-Std","fBaJ-F-X-Mean","fBaJ-F-Y-Mean","fBaJ-F-Z-Mean","fBg-X-Mean","fBg-Y-Mean","fBg-Z-Mean","fBg-X-Std","fBg-Y-Std","fBg-Z-Std","fBg-F-X-Mean","fBg-F-Y-Mean","fBg-F-Z-Mean","fBaM-Mean","fBaM-Std","fBBaJM-Mean","fBBaJM-Std","fBBgM-Mean","fBBgM-Std","fBBgJM-Mean","fBBgJM-Std","V-tBa-G-Mean","V-tBaJ-G-Mean","V-tBg-G-Mean","V-tBgJ-G-Mean","V-G-X-Mean","V-G-Y-Mean","V-G-Z-Mean"
" 1","Sitting","0.26123757","-0.0013082877","-0.104544182","-0.9772290083","-0.9226186419","-0.9395862911"," 0.83150993"," 0.2044115927"," 0.3320437028","-0.96845715","-0.93551706","-0.94904093","0.077482520","-6.1910279e-04","-3.3677924e-03","-0.9864307113","-0.9813719653","-0.987910804","-0.0453500565","-0.0919241549"," 0.06293138119","-0.977211283","-0.9664738953","-0.941425921","-0.093679381","-0.040211812","-0.0467026270","-0.991731592","-0.989518069","-0.9879358064","-0.94853678617","-0.927078419","-0.94853678617","-0.927078419","-0.9873641955","-0.984120024","-0.9308924900","-0.934531840","-0.991976341","-0.988308729","-0.979641239","-0.9440845504","-0.959184889","-0.9764123132","-0.9172750064","-0.934469558","-0.04951359755"," 0.0759460769"," 0.23882987015","-0.9865970226","-0.9815794670","-0.986053092","-0.9874929945","-0.9825139096","-0.9883391849"," 0.2566108236"," 4.7543784e-02"," 0.0923920033","-0.976161464","-0.975838585","-0.951315544","-0.97790423","-0.962345043","-0.943917841"," 0.1891530213"," 0.0631270670","-0.02978392074","-0.9477829226","-0.92844480170","-0.9852621268","-0.981606177","-0.95843558936","-0.932198375","-0.989797547","-0.987049617"," 2.7441548e-02"," 0.02970978783"," 0.06769813387","-6.4881619e-02","-0.59124748","-6.0466025e-02","-0.21801722511"
" 2","Sitting","0.27708735","-0.0156879937","-0.109218272","-0.9868222796","-0.9507044991","-0.9598281717"," 0.94047727","-0.1056300245"," 0.1987267688","-0.97998876","-0.95675027","-0.95441587","0.072256439"," 1.1695451e-02"," 7.6054693e-03","-0.9880558541","-0.9779839554","-0.987518212","-0.0454706620","-0.0599286797"," 0.04122774622","-0.985742028","-0.9789195270","-0.959803709","-0.093632841","-0.041560203","-0.0435850967","-0.989709023","-0.990889615","-0.9855423257","-0.96789362391","-0.953081444","-0.96789362391","-0.953081444","-0.9867747130","-0.984475868","-0.9460350872","-0.961313624","-0.991081494","-0.989594920","-0.985803841","-0.9573434985","-0.970162173","-0.9873620900","-0.9500737541","-0.956862864"," 0.08519282071"," 0.1501939562"," 0.09606467596","-0.9878487937","-0.9771397028","-0.985129050","-0.9894591074","-0.9808042285","-0.9885708041"," 0.3055468181"," 2.6244865e-02"," 0.0929030630","-0.982621390","-0.982100924","-0.959814822","-0.98680850","-0.977356189","-0.963522660"," 0.1305231209","-0.1921427379"," 0.04094723487","-0.9612737483","-0.95557560217","-0.9838746989","-0.984124186","-0.97184059609","-0.961385745","-0.989861951","-0.989632909"," 3.9528431e-02","-0.00339286690"," 0.02097316954","-7.6204197e-02","-0.77443609"," 1.5585728e-01","-0.11822439862"
" 3","Sitting","0.25719760","-0.0035029984","-0.098357920","-0.9710101210","-0.8566178121","-0.8751101754"," 0.90109898"," 0.1273033792"," 0.1390205825","-0.95732446","-0.90392301","-0.89773632","0.072609842"," 2.7252913e-03","-4.2334837e-03","-0.9744673904","-0.9536313910","-0.974661566","-0.0385365205","-0.0752410027"," 0.09401139755","-0.965434768","-0.9448545713","-0.926413710","-0.103605889","-0.036090988","-0.0590079967","-0.972546906","-0.978635909","-0.9737516706","-0.89538335019","-0.870301700","-0.89538335019","-0.870301700","-0.9690807529","-0.966550084","-0.9193543723","-0.925518104","-0.977998052","-0.976772676","-0.970154441","-0.8919077513","-0.917987925","-0.9716058785","-0.8496556575","-0.864322464"," 0.03129893688","-0.0066163057"," 0.04786195862","-0.9749503635","-0.9541701513","-0.970845669","-0.9762835348","-0.9564617567","-0.9771595725"," 0.2157318326","-9.5914873e-02","-0.0437473433","-0.957550638","-0.956173550","-0.934967959","-0.96801306","-0.939609988","-0.930633151"," 0.0520844491","-0.1660422591","-0.03874674201","-0.9041857256","-0.87462659212","-0.9658888917","-0.966568853","-0.94666494365","-0.925449629","-0.977898106","-0.976689803"," 3.2717286e-02"," 0.00407829679"," 0.06437066552","-2.5235547e-02","-0.75981192","-6.3248014e-03","-0.07839349048"
" 4","Sitting","0.27153828","-0.0071630652","-0.105874596","-0.9803099310","-0.8902239811","-0.9322030066"," 0.86930301"," 0.2116225399"," 0.1101204811","-0.98140529","-0.93272710","-0.95094925","0.078450024","-1.0858217e-02","-1.2149995e-02","-0.9767421962","-0.9445961056","-0.979038766","-0.0494435116","-0.0894300611"," 0.10115033478","-0.970131790","-0.9584681204","-0.927972229","-0.096949484","-0.041848390","-0.0489964352","-0.969899731","-0.984441358","-0.9688048316","-0.93569482000","-0.914407845","-0.93569482000","-0.914407845","-0.9701322836","-0.962549110","-0.9260633138","-0.928898293","-0.980490462","-0.975806690","-0.977462498","-0.9057829318","-0.951783743","-0.9819081892","-0.8894673494","-0.926999317"," 0.03738176119"," 0.0787860093"," 0.01209426602","-0.9768457126","-0.9442983908","-0.975154906","-0.9787769122","-0.9492931580","-0.9816994482"," 0.2130199199","-7.5289966e-02"," 0.0122455770","-0.960589636","-0.967583648","-0.933776892","-0.97333311","-0.954120419","-0.932868354"," 0.1090926581","-0.3947455395","-0.14572603420","-0.9290020950","-0.91981570960","-0.9625007338","-0.961584519","-0.94876975240","-0.928850554","-0.976547763","-0.976261754","-1.0753475e-02","-0.00759905741","-0.03268727962","-5.9574723e-02","-0.71027624","-7.0998788e-02","-0.05632989074"
" 5","Sitting","0.27369414","-0.0099008353","-0.108540300","-0.9809450220","-0.9043351210","-0.9260947402"," 0.88073144"," 0.1684455240"," 0.1430068576","-0.98313754","-0.93994298","-0.94500900","0.074957741","-2.7877335e-03"," 3.3860959e-03","-0.9752048502","-0.9527862611","-0.973436530","-0.0422355210","-0.0835484080"," 0.08239344516","-0.966225485","-0.9500640682","-0.940637937","-0.088974767","-0.045470298","-0.0487714734","-0.966037012","-0.975433911","-0.9648785127","-0.93797832250","-0.920939028","-0.93797832250","-0.920939028","-0.9693201557","-0.965757732","-0.9343016466","-0.931414810","-0.973848287","-0.970392610","-0.977450812","-0.9214347357","-0.946064217","-0.9825908425","-0.9022915301","-0.921843510","-0.02093304908"," 0.0684590034"," 0.04031617963","-0.9760249511","-0.9542374898","-0.969501331","-0.9765305473","-0.9544644420","-0.9760223300"," 0.0757356169","-1.3186174e-01","-0.0644960733","-0.957117252","-0.955460359","-0.938003426","-0.96939037","-0.947571472","-0.947346477"," 0.1258913585","-0.1877063410"," 0.09668339084","-0.9362906045","-0.92566929114","-0.9644403023","-0.966545323","-0.94476032205","-0.934746865","-0.971598370","-0.970675403"," 2.8703647e-02","-0.02095325389","-0.01787521898","-8.8593394e-02","-0.73010166","-3.8449397e-02","-0.08068627545"
" 6","Sitting","0.27677849","-0.0145911615","-0.110127729","-0.9801649336","-0.9236821311","-0.9257970971"," 0.93369293"," 0.0682628663"," 0.0695219657","-0.98887237","-0.96087599","-0.95547583","0.075472164"," 2.5564980e-06"," 6.2372778e-03","-0.9699294764","-0.9451436862","-0.958572953","-0.0372442283","-0.0899083303"," 0.08543460062","-0.957367682","-0.9441300447","-0.939681351","-0.093669352","-0.033398670","-0.0465504311","-0.943714805","-0.961780726","-0.9587876713","-0.94954353127","-0.931572656","-0.94954353127","-0.931572656","-0.9627335020","-0.948181828","-0.9327038122","-0.921259473","-0.962929228","-0.950150572","-0.975351455","-0.9282643655","-0.935798115","-0.9824512847","-0.9256769560","-0.925768476"," 0.00304695404"," 0.1233818297"," 0.08184553002","-0.9710374798","-0.9470708213","-0.954199786","-0.9714887675","-0.9468800420","-0.9616365551"," 0.0999400617","-1.5093446e-01","-0.0913484668","-0.939671401","-0.943857393","-0.934764895","-0.96340705","-0.944901470","-0.947326798"," 0.1394095169","-0.1292392180"," 0.04381036329","-0.9357503913","-0.93954720291","-0.9483486536","-0.947304700","-0.92972567927","-0.929549142","-0.952034566","-0.951196693"," 2.3276237e-03","-0.02381564304"," 0.04792724459","-3.5147602e-02","-0.78477239"," 3.6051293e-02","-0.02782276988"
" 7","Sitting","0.28467464","-0.0146109758","-0.122464598","-0.9726683746","-0.9094546985","-0.8565329414"," 0.96914782"," 0.0060884665"," 0.0649636250","-0.95708243","-0.94543626","-0.86860254","0.066851979"," 1.1686342e-02"," 1.6200414e-02","-0.9821580981","-0.9694586765","-0.972256473","-0.0496379720","-0.0336119647"," 0.02594766551","-0.941870953","-0.9441243365","-0.937021209","-0.093815563","-0.039644488","-0.0454566269","-0.974369046","-0.981024681","-0.9809546654","-0.91843210708","-0.881957620","-0.91843210708","-0.881957620","-0.9765596765","-0.970243274","-0.8978705350","-0.898063314","-0.981665122","-0.976214430","-0.972697127","-0.9314906337","-0.904675338","-0.9728799660","-0.9046291958","-0.844083053","-0.03343122266"," 0.0147166712","-0.10176608356","-0.9820372440","-0.9694236129","-0.968503505","-0.9840263444","-0.9718149802","-0.9746991944"," 0.1801325815","-8.1502132e-02","-0.0857527580","-0.943631757","-0.956678065","-0.947419933","-0.94272642","-0.938244720","-0.939826018","-0.0716302305","-0.3087623292","-0.01877395866","-0.9089567763","-0.88691563825","-0.9709541842","-0.968494868","-0.93308195521","-0.895804978","-0.978634991","-0.974965939"," 1.3636598e-02","-0.03875147676","-0.01836985067","-3.2757547e-02","-0.93065429"," 7.9731683e-02","-0.02380785877"
" 8","Sitting","0.26749147","-0.0067255062","-0.104461049","-0.9790261524","-0.9273319970","-0.9395530302"," 0.83245388"," 0.2400951171"," 0.2638951855","-0.96675797","-0.93746230","-0.93547533","0.078671376","-6.5751631e-03","-1.0680892e-02","-0.9851887537","-0.9807846061","-0.985285807","-0.0547396987","-0.0955089237"," 0.07160488098","-0.984524053","-0.9715006967","-0.959623548","-0.092315025","-0.040267377","-0.0445732240","-0.993264647","-0.988876277","-0.9852414054","-0.95213970435","-0.929943616","-0.95213970435","-0.929943616","-0.9860615122","-0.980667377","-0.9326822433","-0.953001632","-0.991807428","-0.986756671","-0.981142910","-0.9442197183","-0.959436276","-0.9782567307","-0.9238299693","-0.933889847","-0.16418737310"," 0.1072783385"," 0.06004845783","-0.9849772707","-0.9802211046","-0.982995311","-0.9869136107","-0.9830387835","-0.9861853493"," 0.2278286170"," 5.2715700e-02"," 0.0088376808","-0.982200310","-0.976589890","-0.961798677","-0.98533930","-0.968924433","-0.962632254"," 0.1167415568","-0.2611394495","-0.04301765585","-0.9479817835","-0.93172124000","-0.9809322924","-0.979320212","-0.96580678935","-0.953251157","-0.987730604","-0.986147263"," 1.1989631e-02","-0.01757027777"," 0.01212444557","-3.8076990e-02","-0.61608038","-8.6694814e-02","-0.16950930398"
" 9","Sitting","0.24832674","-0.0270167770","-0.075378469","-0.9572277914","-0.8751414050","-0.8320018727"," 0.91632451","-0.0414258229"," 0.0852630991","-0.95528041","-0.94645197","-0.88585411","0.077005006"," 9.8173973e-03","-8.6746727e-03","-0.9645358564","-0.9567775448","-0.961889438","-0.0423288768","-0.0414271181"," 0.08079192859","-0.959020049","-0.9191882264","-0.930176834","-0.093070811","-0.046663441","-0.0528414900","-0.964532345","-0.971927447","-0.9687388914","-0.89336171760","-0.863756434","-0.89336171760","-0.863756434","-0.9643837570","-0.951780243","-0.9032355368","-0.906606321","-0.973364137","-0.966361073","-0.959413594","-0.9116832190","-0.892201344","-0.9569034590","-0.8676136075","-0.818001835","-0.10938384173","-0.1200933959","-0.13174887345","-0.9655962396","-0.9580073906","-0.957526975","-0.9666604036","-0.9585229866","-0.9649413418"," 0.0203979856","-2.7190085e-01","-0.2676657348","-0.950315237","-0.939693008","-0.940312313","-0.96183602","-0.910583361","-0.934187478","-0.1281441145","-0.3597395817","-0.17324215306","-0.8977181972","-0.86917251140","-0.9530504408","-0.949394981","-0.93443773780","-0.906471229","-0.968315588","-0.965997015"," 2.1307429e-02","-0.03193047359"," 0.01983366452","-9.4442962e-02","-0.80641375"," 1.1315283e-01","-0.04191311597"
"10","Sitting","0.27061206","-0.0150426819","-0.104253239","-0.9829018259","-0.9179795300","-0.9678269817"," 0.79188720","-0.0412607750"," 0.2025345729","-0.97312835","-0.93569001","-0.96689852","0.077537251"," 8.9787546e-03","-4.9956643e-03","-0.9889464141","-0.9807567898","-0.988255804","-0.0432432177","-0.0679993599"," 0.07459588694","-0.988873097","-0.9843733048","-0.960445962","-0.093155503","-0.041121654","-0.0489411915","-0.992326657","-0.992584495","-0.9902598131","-0.96075719963","-0.939669591","-0.96075719963","-0.939669591","-0.9880542376","-0.985209856","-0.9442020437","-0.963064578","-0.993707488","-0.991696196","-0.984943144","-0.9404502000","-0.974644655","-0.9822424278","-0.9128380630","-0.966121043","-0.08261407289"," 0.0279319738"," 0.23364402003","-0.9893650139","-0.9809628561","-0.986056768","-0.9895509174","-0.9820455911","-0.9891108600"," 0.1934492163","-2.6185927e-02"," 0.1175307365","-0.986477363","-0.986179216","-0.965395470","-0.98971236","-0.983579647","-0.962418560"," 0.2141050206"," 0.0677252286","-0.08444359596","-0.9552810107","-0.94151195278","-0.9859008011","-0.983266741","-0.97445973259","-0.962459956","-0.992191529","-0.991409101","-7.5388106e-04"," 0.04124038149"," 0.00358191414","-5.3975257e-02","-0.54251875"," 1.0879926e-01","-0.12193684989"
"11","Sitting","0.27659020","-0.0149195617","-0.112840218","-0.9827965621","-0.9214021181","-0.9683701819"," 0.87196380"," 0.2137163057"," 0.1885316960","-0.98806934","-0.94979257","-0.97166161","0.076177732","-2.1383855e-04"," 8.3340076e-03","-0.9803351636","-0.9667666434","-0.983441610","-0.0399984916","-0.0755284479"," 0.07617394191","-0.988164912","-0.9822490402","-0.952844312","-0.094842348","-0.039281305","-0.0505395462","-0.990501518","-0.988554820","-0.9810160447","-0.96197076377","-0.944581826","-0.96197076377","-0.944581826","-0.9793556351","-0.974511727","-0.9518844721","-0.959964488","-0.989519031","-0.986256665","-0.981481454","-0.9345031828","-0.972855110","-0.9833898102","-0.9200471617","-0.967884391","-0.05034039735"," 0.0967747743"," 0.24346978640","-0.9808317504","-0.9674546177","-0.981124861","-0.9816079421","-0.9684214757","-0.9843496068"," 0.1533201975","-8.0505803e-02"," 0.0755982626","-0.985106875","-0.982636645","-0.954453821","-0.98918951","-0.982137919","-0.956802767"," 0.1156785293","-0.1024732106","-0.04595794658","-0.9530660091","-0.94852198604","-0.9753153315","-0.972289134","-0.96979995113","-0.960711242","-0.987255973","-0.985607229","-1.1786011e-02","-0.01056824405","-0.00398002958","-2.5414895e-02","-0.66345988","-6.8639836e-02","-0.11203560085"
"12","Sitting","0.27500722","-0.0157892989","-0.106307229","-0.9825687820","-0.9285812400","-0.9396618890"," 0.92622898"," 0.0830509011"," 0.0885640696","-0.98520364","-0.96364198","-0.95620863","0.077127766"," 1.0599050e-02","-2.0457599e-03","-0.9764942008","-0.9640474616","-0.979113466","-0.0424159183","-0.0751980398"," 0.07284621582","-0.974425352","-0.9604971276","-0.951552533","-0.094102349","-0.038747747","-0.0515634091","-0.977329927","-0.979347831","-0.9771389539","-0.95217662137","-0.947517100","-0.95217662137","-0.947517100","-0.9747344898","-0.972745893","-0.9419072408","-0.946769242","-0.980392338","-0.978260536","-0.979666144","-0.9427680169","-0.954626629","-0.9839994775","-0.9260339757","-0.935916958"," 0.03266997166"," 0.0024151626","-0.02261593543","-0.9771098871","-0.9642361914","-0.975551564","-0.9779803490","-0.9665389196","-0.9814088718"," 0.1381299399","-9.8733235e-02","-0.0568306535","-0.968528985","-0.963725249","-0.955718184","-0.97633990","-0.959040696","-0.954769878","-0.0625086986","-0.1941602972","-0.08084510027","-0.9559442531","-0.95064718882","-0.9717152686","-0.972951443","-0.95851186667","-0.948460979","-0.978484454","-0.979256387"," 1.5631591e-02","-0.02468108334"," 0.06165071670","-1.6677173e-02","-0.82632243"," 2.5219228e-02","-0.04222710702"
"13","Sitting","0.27432850","-0.0058773294","-0.097246511","-0.9895462753","-0.9389677416","-0.9386412155"," 0.92557651"," 0.1017697525"," 0.0757773858","-0.98137911","-0.95135306","-0.93097956","0.075286588","-1.1234409e-03","-2.3239725e-02","-0.9928272641","-0.9842675578","-0.987612090","-0.0355124857","-0.0902687402"," 0.08234320266","-0.985844263","-0.9796684561","-0.966896414","-0.095919849","-0.041036688","-0.0466121596","-0.991371017","-0.991773350","-0.9898613820","-0.95769056367","-0.937935739","-0.95769056367","-0.937935739","-0.9894978390","-0.988813098","-0.9511426441","-0.963940591","-0.992604304","-0.991414935","-0.990135478","-0.9596739161","-0.956183064","-0.9894105827","-0.9336665025","-0.934189007","-0.00935147348"," 0.0253459477"," 0.15465209353","-0.9926782127","-0.9839141018","-0.985261205","-0.9936821700","-0.9859081204","-0.9886121002"," 0.2642142603","-1.9328429e-03"," 0.0921106028","-0.983218203","-0.982456054","-0.968384416","-0.98671469","-0.978270709","-0.969451755"," 0.1005508946","-0.1061786865"," 0.01364921653","-0.9569015597","-0.93852993102","-0.9883485353","-0.988332303","-0.97325827776","-0.964268098","-0.991723742","-0.991219446","-3.1385336e-02"," 0.02091128771"," 0.03023090967","-1.9921940e-02","-0.78877680"," 1.1988294e-02","-0.03241035212"
"14","Sitting","0.27999058","-0.0087056546","-0.100401490","-0.9763022481","-0.9149357039","-0.9227748357"," 0.93903876","-0.0364533962","-0.0945970535","-0.97628040","-0.95032266","-0.93841574","0.074187884","-4.3618599e-03","-1.0574451e-02","-0.9808906552","-0.9678283563","-0.976133384","-0.0440403327","-0.0713478281"," 0.09285236070","-0.980829981","-0.9620481917","-0.952904384","-0.092161458","-0.043457730","-0.0520121608","-0.990284240","-0.986911324","-0.9828191389","-0.94419794370","-0.925495830","-0.94419794370","-0.925495830","-0.9765210061","-0.973343389","-0.9427563693","-0.947081158","-0.988317607","-0.986963990","-0.976456609","-0.9326447661","-0.944126079","-0.9763030569","-0.9115912082","-0.917678155","-0.14504403052","-0.0904275272","-0.03579590468","-0.9815666494","-0.9689517698","-0.972751970","-0.9819208311","-0.9689436743","-0.9781800209"," 0.0035710602","-2.3214358e-01","-0.1495113168","-0.978577118","-0.969806730","-0.957020859","-0.98157309","-0.958227403","-0.956028808","-0.1074870480","-0.3412828239","-0.08349899715","-0.9405898533","-0.92919393722","-0.9729853430","-0.972959409","-0.96332054056","-0.946517964","-0.987324239","-0.987065178"," 2.7602326e-02"," 0.01466905439"," 0.00323595271","-5.9580571e-02","-0.80440942"," 1.0870841e-01"," 0.08921496222"
"15","Sitting","0.27290338","-0.0117188472","-0.113661253","-0.9870843561","-0.9224071629","-0.9493380251"," 0.89036426"," 0.2108493050"," 0.0028156598","-0.98262088","-0.94356141","-0.95297366","0.078479279","-8.9843759e-03","-2.3720755e-03","-0.9881623339","-0.9781269988","-0.987011025","-0.0377111130","-0.0803428763"," 0.09519780839","-0.988204115","-0.9753215195","-0.963765803","-0.095364907","-0.039606877","-0.0524148342","-0.992889043","-0.990313308","-0.9879372025","-0.95866983627","-0.937977906","-0.95866983627","-0.937977906","-0.9861078392","-0.984639018","-0.9573316283","-0.963475075","-0.992188894","-0.989720049","-0.986619609","-0.9389264308","-0.963227005","-0.9873847790","-0.9191627003","-0.945704713","-0.00004229048"," 0.0966857195"," 0.15105312733","-0.9881061020","-0.9781590132","-0.984908418","-0.9893143597","-0.9797130459","-0.9876941136"," 0.2400227811","-6.7038305e-06"," 0.0397560017","-0.986152580","-0.979201725","-0.966731518","-0.98888193","-0.973456092","-0.966228648"," 0.1054756829","-0.1546260524","-0.00867259701","-0.9497520013","-0.94119593814","-0.9846894371","-0.983276252","-0.97376217983","-0.963378228","-0.990180959","-0.989503942"," 1.2804467e-03"," 0.01223763112"," 0.02747777600","-8.0464752e-03","-0.73475577","-6.5902850e-02"," 0.01961562600"
"16","Sitting","0.28076857","-0.0102497940","-0.089140404","-0.9868256054","-0.9516078725","-0.9396722471"," 0.94245738","-0.0865882539"," 0.0892682200","-0.98015824","-0.96802321","-0.94581356","0.073434672"," 9.8564289e-03","-1.1503058e-02","-0.9908611348","-0.9818009707","-0.983487213","-0.0412014042","-0.0574525433"," 0.07957363105","-0.981037373","-0.9583365955","-0.960287831","-0.095720452","-0.045036928","-0.0588371274","-0.989583279","-0.990621793","-0.9883643214","-0.96187968072","-0.941051236","-0.96187968072","-0.941051236","-0.9874726991","-0.983615334","-0.9464173825","-0.937942405","-0.992444606","-0.988261253","-0.987043829","-0.9614566855","-0.959552230","-0.9868924184","-0.9498292604","-0.934652147","-0.00757859633"," 0.1499879341"," 0.13156042055","-0.9909642513","-0.9817521674","-0.981178037","-0.9915678677","-0.9832307745","-0.9843624691"," 0.2034525321","-2.7202813e-02"," 0.0110173708","-0.978632857","-0.966796002","-0.960058264","-0.98205786","-0.954343752","-0.964270052"," 0.1386930787","-0.1748057359"," 0.20711279829","-0.9583354807","-0.94258825012","-0.9839686359","-0.982190555","-0.95406099435","-0.938863215","-0.989363136","-0.987506349"," 1.7962910e-02","-0.00016015996"," 0.00778734771","-2.3177714e-02","-0.79971927"," 1.4299975e-01","-0.04112599845"
"17","Sitting","0.27735702","-0.0141562741","-0.113624085","-0.9944439053","-0.9618586298","-0.9657291958"," 0.94488375","-0.0028146732","-0.1358038817","-0.99019662","-0.96672011","-0.95661064","0.075070986"," 5.6097105e-03","-1.5544842e-03","-0.9943406030","-0.9886370023","-0.990529262","-0.0425491590","-0.0669245931"," 0.08600538034","-0.989638326","-0.9861286808","-0.979705226","-0.094247697","-0.041113420","-0.0510903244","-0.995255937","-0.994981881","-0.9938412575","-0.97274734641","-0.965065191","-0.97274734641","-0.965065191","-0.9928147152","-0.991446499","-0.9671777444","-0.975410255","-0.996334795","-0.994446756","-0.993969382","-0.9699279892","-0.974841605","-0.9946573136","-0.9597891419","-0.962921073"," 0.02848662898"," 0.1357490497"," 0.18391363036","-0.9945426211","-0.9883274197","-0.988828065","-0.9946131622","-0.9899158111","-0.9908182483"," 0.2320097579"," 8.8533900e-02"," 0.0995081669","-0.988411068","-0.988793980","-0.981617098","-0.99004126","-0.984813098","-0.980969645"," 0.1676849588","-0.1487993462"," 0.12343024093","-0.9736267550","-0.96539967969","-0.9914272505","-0.990319626","-0.98336929234","-0.974710853","-0.995204564","-0.993624524","-9.1761503e-03"," 0.00281352192"," 0.02454278904","-5.7153026e-02","-0.81445409"," 8.5758277e-02"," 0.11786067835"
"18","Sitting","0.27727002","-0.0128691280","-0.111904776","-0.9943479886","-0.9749281311","-0.9775727170"," 0.90981647"," 0.1298864762"," 0.1618774179","-0.99404377","-0.98403548","-0.97834018","0.076622889"," 6.9456029e-03"," 2.7875704e-03","-0.9916246621","-0.9840027170","-0.990153122","-0.0333057034","-0.0685796341"," 0.08481405118","-0.991956959","-0.9867533439","-0.981525495","-0.095472323","-0.039712559","-0.0523030405","-0.994170191","-0.994224162","-0.9928143251","-0.98367415175","-0.981595286","-0.98367415175","-0.981595286","-0.9898695746","-0.991159351","-0.9776349921","-0.981372676","-0.994873440","-0.994868914","-0.993144920","-0.9765385304","-0.982996441","-0.9949065658","-0.9749800686","-0.975722121"," 0.05123632677"," 0.1712898802"," 0.17145948170","-0.9919247098","-0.9836423916","-0.988689672","-0.9920390607","-0.9856947444","-0.9901416763"," 0.2347475708"," 6.8719541e-03"," 0.0437438879","-0.989961500","-0.988702701","-0.983027386","-0.99257540","-0.985710088","-0.982797276"," 0.1136749500","-0.1503763568"," 0.10320338830","-0.9847814672","-0.98222615158","-0.9904070760","-0.991044298","-0.98653524211","-0.981252633","-0.994808188","-0.994967622"," 1.4634843e-02"," 0.01116681651","-0.04085783788","-4.8496385e-02","-0.74078643","-7.4688858e-03","-0.09288420588"
"19","Sitting","0.27383032","-0.0167392600","-0.108707654","-0.9763576630","-0.9503889440","-0.9519296151"," 0.58137151"," 0.3603435347"," 0.4891265947","-0.96935501","-0.96996981","-0.96039496","0.075374713"," 1.3792101e-02"," 1.7310680e-03","-0.9870432855","-0.9792677290","-0.986704740","-0.0214151280","-0.0520207886"," 0.09689807182","-0.984625307","-0.9597583096","-0.965594976","-0.100986131","-0.042517022","-0.0590801684","-0.988464753","-0.987465915","-0.9853106900","-0.96207406562","-0.951755657","-0.96207406562","-0.951755657","-0.9864239760","-0.984205185","-0.9422290438","-0.950491808","-0.989450317","-0.985831285","-0.979238032","-0.9607631819","-0.966335091","-0.9752042453","-0.9480530701","-0.947514932","-0.31528805516","-0.0074106023","-0.00357815743","-0.9867755901","-0.9791415716","-0.983980480","-0.9885769914","-0.9809998577","-0.9881519158"," 0.0917003117","-9.2575910e-02"," 0.0185381853","-0.981743665","-0.968188676","-0.968235778","-0.98557605","-0.955598610","-0.967869249","-0.0192868116","-0.3930219583","-0.14736697138","-0.9626325779","-0.95280227767","-0.9837516467","-0.983687273","-0.96423876849","-0.950484417","-0.986727418","-0.985416445"," 3.5841517e-02","-0.02036781722","-0.00086743003"," 4.4118643e-02","-0.30454845","-1.7631779e-01","-0.34806487274"
"20","Sitting","0.27804544","-0.0147229305","-0.108369635","-0.9830818589","-0.9361227047","-0.9291063968"," 0.92445452"," 0.0733385413"," 0.1516791352","-0.98582903","-0.96698353","-0.93585497","0.074656839"," 5.9743027e-03"," 1.6013486e-03","-0.9820782292","-0.9708968635","-0.976522489","-0.0364059290","-0.0650689347"," 0.06428821383","-0.976309017","-0.9601045086","-0.945771803","-0.095997082","-0.040729924","-0.0465835149","-0.977414911","-0.979684097","-0.9797420841","-0.95273804303","-0.937764028","-0.95273804303","-0.937764028","-0.9787745783","-0.972537872","-0.9395744356","-0.941069910","-0.983010276","-0.975076150","-0.981203064","-0.9451986192","-0.947597457","-0.9839783753","-0.9350317005","-0.924947175","-0.06188903589","-0.0050092864"," 0.00873886492","-0.9822436030","-0.9711582876","-0.973211461","-0.9835657608","-0.9727765773","-0.9784589230"," 0.1366011307","-1.2440829e-01","-0.0831229746","-0.969913284","-0.964643069","-0.950963364","-0.97843354","-0.958015696","-0.949176822","-0.0327018882","-0.3147209862","-0.14465483785","-0.9469134517","-0.94215123152","-0.9717304626","-0.972597744","-0.95339906818","-0.943725756","-0.976108354","-0.975226588"," 2.9502270e-02"," 0.02176776627","-0.00599574422","-2.8813279e-02","-0.76420706"," 3.2907216e-02","-0.08604473847"
